GCA_000826245.1_Acanthamoeba_astronyxis	A.astronyxis (2015)
GCA_013266175.1_ASM1326617v1	ascomycetes F.gaditjirri (NRRL 45417 2020)
GCA_017656845.1_ASM1765684v1	ascomycetes F.gerlachii (CBS 119175 2021)
GCA_017656835.1_ASM1765683v1	ascomycetes F.gerlachii (CBS 119176 2021)
GCA_013396165.1_ASM1339616v1	ascomycetes F.globosum (NRRL 26131 2020)
GCA_014899075.1_ASM1489907v1	ascomycetes F.goolgardi (NRRL 66250 2020)
GCA_018345885.1_ASM1834588v1	ascomycetes F.graminearum (03132 2021)
GCA_018345745.1_ASM1834574v1	ascomycetes F.graminearum (0343 2021)
GCA_018345915.1_ASM1834591v1	ascomycetes F.graminearum (0359 2021)
GCA_018345925.1_ASM1834592v1	ascomycetes F.graminearum (042826 2021)
GCA_018345945.1_ASM1834594v1	ascomycetes F.graminearum (04431 2021)
GCA_018219625.1_ASM1821962v1	ascomycetes F.graminearum (04501 2021)
GCA_018219565.1_ASM1821956v1	ascomycetes F.graminearum (0609 2021)
GCA_018346405.1_ASM1834640v1	ascomycetes F.graminearum (09-03a 2021)
GCA_018346325.1_ASM1834632v1	ascomycetes F.graminearum (09-04a 2021)
GCA_018346365.1_ASM1834636v1	ascomycetes F.graminearum (09-05a 2021)
GCA_018346305.1_ASM1834630v1	ascomycetes F.graminearum (09-13a 2021)
GCA_018346345.1_ASM1834634v1	ascomycetes F.graminearum (09-53b 2021)
GCA_018346545.1_ASM1834654v1	ascomycetes F.graminearum (10F1 2021)
GCA_018346805.1_ASM1834680v1	ascomycetes F.graminearum (114-2 2021)
GCA_018346775.1_ASM1834677v1	ascomycetes F.graminearum (119-12 2021)
GCA_018346495.1_ASM1834649v1	ascomycetes F.graminearum (14C1 2021)
GCA_018345815.1_ASM1834581v1	ascomycetes F.graminearum (16-21-z 2021)
GCA_018345865.1_ASM1834586v1	ascomycetes F.graminearum (16-390-z 2021)
GCA_018345975.1_ASM1834597v1	ascomycetes F.graminearum (16-462-z 2021)
GCA_018219645.1_ASM1821964v1	ascomycetes F.graminearum (16-521-z 2021)
GCA_018345845.1_ASM1834584v1	ascomycetes F.graminearum (16-92-z 2021)
GCA_018345435.1_ASM1834543v1	ascomycetes F.graminearum (17-98 2021)
GCA_018345455.1_ASM1834545v1	ascomycetes F.graminearum (177-5 2021)
GCA_018219525.1_ASM1821952v1	ascomycetes F.graminearum (178-7 2021)
GCA_018345415.1_ASM1834541v1	ascomycetes F.graminearum (187-2 2021)
GCA_900476405.1_FN009	ascomycetes F.graminearum (2018)
GCA_018219715.1_ASM1821971v1	ascomycetes F.graminearum (23-4 2021)
GCA_000966635.1_Fus_gra_233423_v1	ascomycetes F.graminearum (233423 2015)
GCA_018346265.1_ASM1834626v1	ascomycetes F.graminearum (237 2021)
GCA_018219575.1_ASM1821957v1	ascomycetes F.graminearum (2t275-1 2021)
GCA_018345475.1_ASM1834547v1	ascomycetes F.graminearum (3-2 2021)
GCA_018346245.1_ASM1834624v1	ascomycetes F.graminearum (321 2021)
GCA_018345545.1_ASM1834554v1	ascomycetes F.graminearum (336-3B 2021)
GCA_018345515.1_ASM1834551v1	ascomycetes F.graminearum (58918 2021)
GCA_018346225.1_ASM1834622v1	ascomycetes F.graminearum (630 2021)
GCA_018345395.1_ASM1834539v1	ascomycetes F.graminearum (70725 2021)
GCA_018346485.1_ASM1834648v1	ascomycetes F.graminearum (71E1 2021)
GCA_018346445.1_ASM1834644v1	ascomycetes F.graminearum (79E1 2021)
GCA_018346765.1_ASM1834676v1	ascomycetes F.graminearum (87-7 2021)
GCA_018346505.1_ASM1834650v1	ascomycetes F.graminearum (AGV0002B 2021)
GCA_018346695.1_ASM1834669v1	ascomycetes F.graminearum (C10a 2021)
GCA_018346665.1_ASM1834666v1	ascomycetes F.graminearum (C10b 2021)
GCA_018345295.1_ASM1834529v1	ascomycetes F.graminearum (CBS 104.09 2021)
GCA_018345365.1_ASM1834536v1	ascomycetes F.graminearum (CBS 110263 2021)
GCA_018219475.1_ASM1821947v1	ascomycetes F.graminearum (CBS 119173 2021)
GCA_018345325.1_ASM1834532v1	ascomycetes F.graminearum (CBS 119799 2021)
GCA_018345315.1_ASM1834531v1	ascomycetes F.graminearum (CBS 119800 2021)
GCA_018346575.1_ASM1834657v1	ascomycetes F.graminearum (CBS 128539 2021)
GCA_018346815.1_ASM1834681v1	ascomycetes F.graminearum (CBS 134070 2021)
GCA_018345835.1_ASM1834583v1	ascomycetes F.graminearum (CBS 138561 2021)
GCA_018219485.1_ASM1821948v1	ascomycetes F.graminearum (CBS 138562 2021)
GCA_018219615.1_ASM1821961v1	ascomycetes F.graminearum (CBS 138563 2021)
GCA_018346795.1_ASM1834679v1	ascomycetes F.graminearum (CBS 139514 2021)
GCA_018345335.1_ASM1834533v1	ascomycetes F.graminearum (CBS 185.32 2021)
GCA_900073075.1_CML3066.v2	ascomycetes F.graminearum (CML3066.v2 2020)
GCA_018346145.1_ASM1834614v1	ascomycetes F.graminearum (CS10007 2021)
GCA_000599445.1_CS3005v1	ascomycetes F.graminearum (CS3005 2014)
GCA_018346155.1_ASM1834615v1	ascomycetes F.graminearum (CS9907 2021)
GCA_000966645.2_ASM96664v2	ascomycetes F.graminearum (DAOM 241165 2022)
GCA_001717915.1_ASM171791v1	ascomycetes F.graminearum (DAOM180378 2016)
GCA_018346685.1_ASM1834668v1	ascomycetes F.graminearum (F1B 2021)
GCA_019343145.1_ASM1934314v1	ascomycetes F.graminearum (FG-12 2021)
GCA_006942295.1_Fgr0078	ascomycetes F.graminearum (FG078 2019)
GCA_018346565.1_ASM1834656v1	ascomycetes F.graminearum (Fg820 2021)
GCA_018346165.1_ASM1834616v1	ascomycetes F.graminearum (FG_08 2021)
GCA_018346255.1_ASM1834625v1	ascomycetes F.graminearum (FG_3211 2021)
GCA_041380495.1_ASM4138049v1	ascomycetes F.graminearum (flower buds 2024)
GCA_018346705.1_ASM1834670v1	ascomycetes F.graminearum (Fr10a3 2021)
GCA_018346715.1_ASM1834671v1	ascomycetes F.graminearum (Fr1b2 2021)
GCA_018219765.1_ASM1821976v1	ascomycetes F.graminearum (GER_37 2021)
GCA_018346185.1_ASM1834618v1	ascomycetes F.graminearum (GER_4527b 2021)
GCA_018346115.1_ASM1834611v1	ascomycetes F.graminearum (GER_74b 2021)
GCA_018346455.1_ASM1834645v1	ascomycetes F.graminearum (HZ26A 2021)
GCA_018219555.1_ASM1821955v1	ascomycetes F.graminearum (ITA_1377 2021)
GCA_018345655.1_ASM1834565v1	ascomycetes F.graminearum (ITA_1601 2021)
GCA_018345645.1_ASM1834564v1	ascomycetes F.graminearum (ITA_1606 2021)
GCA_018345575.1_ASM1834557v1	ascomycetes F.graminearum (ITA_202 2021)
GCA_018345615.1_ASM1834561v1	ascomycetes F.graminearum (ITA_285 2021)
GCA_018345635.1_ASM1834563v1	ascomycetes F.graminearum (ITA_593 2021)
GCA_002352725.1_FGRA07	ascomycetes F.graminearum (ITEM 124 2017)
GCA_018345485.1_ASM1834548v1	ascomycetes F.graminearum (Kr375-1 2021)
GCA_037074415.1_ASM3707441v1	ascomycetes F.graminearum (KSU23389 2024)
GCA_037074405.1_ASM3707440v1	ascomycetes F.graminearum (KSU23468 2024)
GCA_037255895.1_ASM3725589v1	ascomycetes F.graminearum (KSU23473 2024)
GCA_037213105.1_ASM3721310v1	ascomycetes F.graminearum (KSU23522 2024)
GCA_018346585.1_ASM1834658v1	ascomycetes F.graminearum (L14b 2021)
GCA_901446245.1_MDC_Fg13	ascomycetes F.graminearum (MDC_Fg13 2020)
GCA_905359485.1_MDC_Fg202	ascomycetes F.graminearum (MDC_Fg202 2021)
GCA_905332025.1_MDC_Fg5	ascomycetes F.graminearum (MDC_Fg5 2021)
GCA_905359455.1_MDC_Fg593	ascomycetes F.graminearum (MDC_Fg593 2021)
GCA_905359475.1_MDC_Fg851	ascomycetes F.graminearum (MDC_Fg851 2021)
GCA_051903665.1_ASM5190366v1	ascomycetes F.graminearum (mFG23 2025)
GCA_018219675.1_ASM1821967v1	ascomycetes F.graminearum (N10_1 2021)
GCA_018219705.1_ASM1821970v1	ascomycetes F.graminearum (N10_2 2021)
GCA_018346095.1_ASM1834609v1	ascomycetes F.graminearum (N2_1 2021)
GCA_018345995.1_ASM1834599v1	ascomycetes F.graminearum (N4_1 2021)
GCA_018346015.1_ASM1834601v1	ascomycetes F.graminearum (N4_2 2021)
GCA_018219795.1_ASM1821979v1	ascomycetes F.graminearum (N5_1 2021)
GCA_018346005.1_ASM1834600v1	ascomycetes F.graminearum (N5_3 2021)
GCA_018219745.1_ASM1821974v1	ascomycetes F.graminearum (N6_1 2021)
GCA_018346045.1_ASM1834604v1	ascomycetes F.graminearum (N6_2 2021)
GCA_018219635.1_ASM1821963v1	ascomycetes F.graminearum (N7_1 2021)
GCA_018346035.1_ASM1834603v1	ascomycetes F.graminearum (N8_2 2021)
GCA_023242275.1_ASM2324227v1	ascomycetes F.graminearum (NRRL 29169 2022)
GCA_001717905.1_ASM171790v1	ascomycetes F.graminearum (NRRL28336 2016)
GCA_020991245.1_ASM2099124v1	ascomycetes F.graminearum (PH-1 2021)
GCA_900044135.1_GZPH1RResV1	ascomycetes F.graminearum (PH-1 GZPH1RResV1 2016)
GCA_018346425.1_ASM1834642v1	ascomycetes F.graminearum (RH14A 2021)
GCA_018219515.1_ASM1821951v1	ascomycetes F.graminearum (S17-12 2021)
GCA_018345715.1_ASM1834571v1	ascomycetes F.graminearum (S18-4 2021)
GCA_018345725.1_ASM1834572v1	ascomycetes F.graminearum (S18-49 2021)
GCA_018345735.1_ASM1834573v1	ascomycetes F.graminearum (S18-55 2021)
GCA_018345675.1_ASM1834567v1	ascomycetes F.graminearum (S18-66 2021)
GCA_018346635.1_ASM1834663v1	ascomycetes F.graminearum (S5A 2021)
GCA_018346625.1_ASM1834662v1	ascomycetes F.graminearum (S8A 2021)
GCA_025428525.1_ASM2542852v1	ascomycetes F.graminearum (SR14 2022)
GCA_018345585.1_ASM1834558v1	ascomycetes F.graminearum (St-6 2021)
GCA_025428875.1_ASM2542887v1	ascomycetes F.graminearum (SW45 2022)
GCA_025428825.1_ASM2542882v1	ascomycetes F.graminearum (SW75 2022)
GCA_012959185.1_ASM1295918v1	ascomycetes F.graminearum (TaB10 2020)
GCA_018345795.1_ASM1834579v1	ascomycetes F.graminearum (W185 2021)
GCA_000240135.3_ASM24013v3	ascomycetes F.graminearum PH-1 (PH-1; NRRL 31084 2008)
GCA_013266165.1_ASM1326616v1	ascomycetes F.graminum (NRRL 20692 2020)
GCA_021655875.1_ASM2165587v1	ascomycetes F.guadeloupense (NRRL 36125 2022)
GCA_021655865.1_ASM2165586v1	ascomycetes F.guadeloupense (NRRL 66743 2022)
GCA_013186795.1_ASM1318679v1	ascomycetes F.guttiforme (NRRL 22945 2020)
GCA_010015875.1_ASM1001587v1	ascomycetes F.haematococcum (LQ1 2020)
GCA_004026335.1_ASM402633v1	ascomycetes F.haematococcum (S2_009_000R2b 2019)
GCA_004026385.1_ASM402638v1	ascomycetes F.haematococcum (S2_018_000R2 2019)
GCA_013618405.1_ASM1361840v1	ascomycetes F.hainanense (NRRL 66475 2020)
GCA_013396295.1_ASM1339629v1	ascomycetes F.heterosporum (NRRL 20693 2020)
GCA_002234205.1_Hy14	ascomycetes F.hostae (Hy14 2017)
GCA_002234235.1_Hy9	ascomycetes F.hostae (Hy9 2017)
GCA_013184365.1_ASM1318436v1	ascomycetes F.hostae (NRRL 29888 2020)
GCA_004366955.1_ASM436695v1	ascomycetes F.humuli (NRRL 66339 ITEM 11401 2019)
GCA_013753835.1_ASM1375383v1	ascomycetes F.humuli (NRRL 66681 2020)
GCA_013623515.1_ASM1362351v1	ascomycetes F.illudens (NRRL 22090 2020)
GCA_004367075.1_FIESC_23_NRRL_66325_ITEM_7155	ascomycetes F.incarnatum (NRRL 66325 ITEM 7155 2019)
GCA_044647245.1_ASM4464724v1	ascomycetes F.inflexum (JTHABCO3.1 2024)
GCA_044646535.1_ASM4464653v1	ascomycetes F.ipomoeae (NC8 2024)
GCA_027945235.1_F_irr_CF00137	ascomycetes F.irregulare (CF00137 2023)
GCA_027945245.1_F_irr_CF00143	ascomycetes F.irregulare (CF00143 2023)
GCA_004367085.1_FIESC_15_NRRL_31160	ascomycetes F.irregulare (NRRL 31160 2019)
GCA_025433545.1_ASM2543354v1	ascomycetes F.keratoplasticum (Fu6.1 2022 genbank)
GCA_025433555.1_ASM2543355v1	ascomycetes F.keratoplasticum (LHS11.1 2022)
GCA_003698175.1_Fus_sp_AF-12_v1.0	ascomycetes F.kuroshium (UCR3666 2018)
GCA_013184315.1_ASM1318431v1	ascomycetes F.kyushuense (NRRL 25348 2020)
GCA_034753255.1_ASM3475325v1	ascomycetes F.kyushuense (WFK101 2023)
GCA_044647025.1_ASM4464702v1	ascomycetes F.lactis (MES8 2024)
GCA_001292635.1_ASM129263v1	ascomycetes F.langsethiae (Fl201059 2015)
GCA_022180325.1_Fl_assembly_01	ascomycetes F.langsethiae (MFG 217701 2022)
GCA_022180345.1_Fl_assembly_01	ascomycetes F.langsethiae (MFG 217702 2022)
GCA_014898835.1_ASM1489883v1	ascomycetes F.lateritium (NRRL 13622 2020)
GCA_023509735.1_ASM2350973v1	ascomycetes F.liriodendri (NRRL 22389 2022)
GCA_013618495.1_ASM1361849v1	ascomycetes F.longipes (NRRL 13317 2020)
GCA_013618485.1_ASM1361848v1	ascomycetes F.longipes (NRRL 13368 2020)
GCA_013623335.1_ASM1362333v1	ascomycetes F.longipes (NRRL 13374 2020)
GCA_003012285.1_Fusarium_longipes_NRRL20695_FLONG3_contigs	ascomycetes F.longipes (NRRL 20695 2018)
GCA_017656825.1_ASM1765682v1	ascomycetes F.louisianense (CBS 127524 2021)
GCA_017656775.1_ASM1765677v1	ascomycetes F.louisianense (CBS 127525 2021)
GCA_044647525.1_ASM4464752v1	ascomycetes F.luffae (CC 2024)
GCA_013184325.1_ASM1318432v1	ascomycetes F.luffae (NRRL 66473 2020)
GCA_014898885.1_ASM1489888v1	ascomycetes F.lyarnte (NRRL 54252 2020)
GCA_900044065.1_Genome_assembly_version_1	ascomycetes F.mangiferae (MRC7560 2016)
GCA_013758935.1_ASM1375893v1	ascomycetes F.mangiferae (NRRL 25226 2020)
GCF_900044065.1_Genome_assembly_version_1	ascomycetes F.mangiferae MRC7560
GCA_022833035.1_ASM2283303v1	ascomycetes F.marasasianum (CMW 25512 2022)
GCA_009617515.1_Fmer152	ascomycetes F.meridionale (38FSP 2019)
GCA_017656785.1_ASM1765678v1	ascomycetes F.meridionale (CBS 110249 2021)
GCA_032355295.1_ASM3235529v1	ascomycetes F.meridionale (JX18-4 2023)
GCA_001717825.1_ASM171782v1	ascomycetes F.meridionale (NRRL28721 2016)
GCA_001717855.1_ASM171785v1	ascomycetes F.meridionale (NRRL28723 2016)
GCA_017656815.1_ASM1765681v1	ascomycetes F.meridionale x Fusarium asiaticum (CBS 110260 2021)
GCA_017656745.1_ASM1765674v1	ascomycetes F.mesoamericanum (CBS 415.86 2021)
GCA_001633045.1_ASM163304v1	ascomycetes F.metavorans (FSSC_6 2016)
GCA_013396015.1_ASM1339601v1	ascomycetes F.mexicanum (NRRL 53147 2020)
GCA_014898875.1_ASM1489887v1	ascomycetes F.miscanthi (NRRL 26231 2020)
GCF_000836435.1_Fons_mult_CBS_102226_V1	ascomycetes F.multimorphosa CBS 102226
GCA_013396205.1_ASM1339620v1	ascomycetes F.mundagurra (NRRL 66235 2020)
GCA_019915245.1_ASM1991524v1	ascomycetes F.musae (F31 2021)
GCA_004367095.1_FIESC_25_NRRL_66324_ITEM_6748	ascomycetes F.nanum (NRRL 66324 ITEM 6748 2019)
GCA_013396005.1_ASM1339600v1	ascomycetes F.napiforme (NRRL 25196 2020)
GCA_014898925.1_ASM1489892v1	ascomycetes F.nelsonii (NRRL 13338 2020)
GCA_033030565.1_ASM3303056v1	ascomycetes F.nematophilum (NQ8GII4 2023)
GCA_013623595.1_ASM1362359v1	ascomycetes F.nematophilum (NRRL 54600 2020)
GCA_006518225.1_ASM651822v1	ascomycetes F.neocosmosporiellum (NRRL 22166 2019)
GCA_021655985.1_ASM2165598v1	ascomycetes F.neocosmosporiellum (NRRL 22436 2022)
GCA_017656735.1_ASM1765673v1	ascomycetes F.nepalense (CBS 127669 2021)
GCA_017656675.1_ASM1765667v1	ascomycetes F.nepalense (CBS 127943 2021)
GCA_013184375.1_ASM1318437v1	ascomycetes F.newnesense (NRRL 66241 2020)
GCA_051107415.1_ASM5110741v1	ascomycetes F.nirenbergiae (RR22I/ 2.3 2025)
GCA_013623555.1_ASM1362355v1	ascomycetes F.nisikadoi (NRRL 25179 2020)
GCA_014898975.1_ASM1489897v1	ascomycetes F.nodosum (NRRL 36351 2020)
GCA_012977755.1_ASM1297775v1	ascomycetes F.nurragi (NRRL 36452 2020)
GCA_002894225.1_CS10214v1	ascomycetes F.nygamai (CS10214 2018)
GCA_022813395.1_ASM2281339v1	ascomycetes F.nygamai (FJII-L4-SW-PAB2 2022)
GCA_001262555.1_ASM126255v1	ascomycetes F.nygamai (MRC8546 2015)
GCA_013186815.1_ASM1318681v1	ascomycetes F.nygamai (NRRL 66327 2020)
GCA_040822265.1_ASM4082226v1	ascomycetes F.odoratissimum (36102 2024)
GCA_040822295.1_ASM4082229v1	ascomycetes F.odoratissimum (Indo-1 2024)
GCA_000350365.1_Foc4_1.0	ascomycetes F.odoratissimum (race 4 2013)
GCA_000260195.2_FO_II5_V1	ascomycetes F.odoratissimum NRRL (54006 2014)
GCF_000260195.1_FO_II5_V1	ascomycetes F.odoratissimum NRRL 54006
GCA_003946995.1_NRRL62579.SPAdes	ascomycetes F.oligoseptatum (NRRL62579 2018)
GCA_042257945.1_ASM4225794v1	ascomycetes F.ophioides (CMW 18679 2024)
GCA_042257875.1_ASM4225787v1	ascomycetes F.ophioides (CMW 18681 2024)
GCA_042257825.1_ASM4225782v1	ascomycetes F.ophioides (CMW 18682 2024)
GCA_050883565.1_ASM5088356v1	ascomycetes F.oxysporum (087 2025)
GCA_024865645.1_FO09_002	ascomycetes F.oxysporum (09-002 2022)
GCA_014857085.1_ASM1485708v1	ascomycetes F.oxysporum (170 2020)
GCA_040285575.1_ASM4028557v1	ascomycetes F.oxysporum (1LF1-1 2024)
GCA_001703125.1_FoMN14	ascomycetes F.oxysporum (2016)
GCA_020976725.1_ASM2097672v1	ascomycetes F.oxysporum (2Ma4-5 2021)
GCA_050613755.1_ASM5061375v1	ascomycetes F.oxysporum (4-1 2025)
GCA_040285555.1_ASM4028555v1	ascomycetes F.oxysporum (8RF1-3 2024)
GCA_025201995.1_ASM2520199v1	ascomycetes F.oxysporum (Australia 2022)
GCA_032884055.1_ASM3288405v1	ascomycetes F.oxysporum (BPOP18 2023)
GCA_027945535.1_F_oxy_CF00115	ascomycetes F.oxysporum (CF00115 2023)
GCA_027945555.1_F_oxy_CF00132	ascomycetes F.oxysporum (CF00132 2023)
GCA_027945265.1_F_oxy_CF00141	ascomycetes F.oxysporum (CF00141 2023)
GCA_027945255.1_F_oxy_CF00144	ascomycetes F.oxysporum (CF00144 2023)
GCA_027945275.1_F_oxy_CF00145	ascomycetes F.oxysporum (CF00145 2023)
GCA_027945305.1_F_oxy_CF00160	ascomycetes F.oxysporum (CF00160 2023)
GCA_027945315.1_F_oxy_CF00161	ascomycetes F.oxysporum (CF00161 2023)
GCA_027945335.1_F_oxy_CF00165	ascomycetes F.oxysporum (CF00165 2023)
GCA_002894245.1_CS5870v1	ascomycetes F.oxysporum (CS5870 2018)
GCA_041380545.1_ASM4138054v1	ascomycetes F.oxysporum (cuttings 2024)
GCA_011032885.1_ASM1103288v1	ascomycetes F.oxysporum (EtdFoc-1 2020)
GCA_011032855.1_ASM1103285v1	ascomycetes F.oxysporum (EtdFoc-10 2020)
GCA_011033505.1_ASM1103350v1	ascomycetes F.oxysporum (EtdFoc-102 2020)
GCA_011033485.1_ASM1103348v1	ascomycetes F.oxysporum (EtdFoc-109 2020)
GCA_011033575.1_ASM1103357v1	ascomycetes F.oxysporum (EtdFoc-113 2020)
GCA_011033475.1_ASM1103347v1	ascomycetes F.oxysporum (EtdFoc-13 2020)
GCA_011033455.1_ASM1103345v1	ascomycetes F.oxysporum (EtdFoc-136 2020)
GCA_011033685.1_ASM1103368v1	ascomycetes F.oxysporum (EtdFoc-139 2020)
GCA_011428085.1_ASM1142808v1	ascomycetes F.oxysporum (EtdFoc-143 2020)
GCA_011033375.1_ASM1103337v1	ascomycetes F.oxysporum (EtdFoc-158 2020)
GCA_011033555.1_ASM1103355v1	ascomycetes F.oxysporum (EtdFoc-16 2020)
GCA_011033535.1_ASM1103353v1	ascomycetes F.oxysporum (EtdFoc-160 2020)
GCA_011033665.1_ASM1103366v1	ascomycetes F.oxysporum (EtdFoc-17 2020)
GCA_011033645.1_ASM1103364v1	ascomycetes F.oxysporum (EtdFoc-174 2020)
GCA_011426355.1_ASM1142635v1	ascomycetes F.oxysporum (EtdFoc-176 2020)
GCA_011034045.1_ASM1103404v1	ascomycetes F.oxysporum (EtdFoc-18 2020)
GCA_011426335.1_ASM1142633v1	ascomycetes F.oxysporum (EtdFoc-182 2020)
GCA_011033815.1_ASM1103381v1	ascomycetes F.oxysporum (EtdFoc-183 2020)
GCA_011033805.1_ASM1103380v1	ascomycetes F.oxysporum (EtdFoc-185 2020)
GCA_011421375.1_ASM1142137v1	ascomycetes F.oxysporum (EtdFoc-189 2020)
GCA_011033765.1_ASM1103376v1	ascomycetes F.oxysporum (EtdFoc-19 2020)
GCA_011033745.1_ASM1103374v1	ascomycetes F.oxysporum (EtdFoc-190 2020)
GCA_011421355.1_ASM1142135v1	ascomycetes F.oxysporum (EtdFoc-191 2020)
GCA_011421365.1_ASM1142136v1	ascomycetes F.oxysporum (EtdFoc-192 2020)
GCA_011033715.1_ASM1103371v1	ascomycetes F.oxysporum (EtdFoc-193 2020)
GCA_011034025.1_ASM1103402v1	ascomycetes F.oxysporum (EtdFoc-198 2020)
GCA_011033995.1_ASM1103399v1	ascomycetes F.oxysporum (EtdFoc-2 2020)
GCA_011424625.1_ASM1142462v1	ascomycetes F.oxysporum (EtdFoc-20 2020)
GCA_011033985.1_ASM1103398v1	ascomycetes F.oxysporum (EtdFoc-203 2020)
GCA_011033955.1_ASM1103395v1	ascomycetes F.oxysporum (EtdFoc-204 2020)
GCA_011421335.1_ASM1142133v1	ascomycetes F.oxysporum (EtdFoc-206 2020)
GCA_011034275.1_ASM1103427v1	ascomycetes F.oxysporum (EtdFoc-213 2020)
GCA_011033895.1_ASM1103389v1	ascomycetes F.oxysporum (EtdFoc-216 2020)
GCA_011033875.1_ASM1103387v1	ascomycetes F.oxysporum (EtdFoc-218 2020)
GCA_011033885.1_ASM1103388v1	ascomycetes F.oxysporum (EtdFoc-219 2020)
GCA_011033835.1_ASM1103383v1	ascomycetes F.oxysporum (EtdFoc-22 2020)
GCA_011421305.1_ASM1142130v1	ascomycetes F.oxysporum (EtdFoc-220 2020)
GCA_011034265.1_ASM1103426v1	ascomycetes F.oxysporum (EtdFoc-221 2020)
GCA_011034225.1_ASM1103422v1	ascomycetes F.oxysporum (EtdFoc-223 2020)
GCA_011034205.1_ASM1103420v1	ascomycetes F.oxysporum (EtdFoc-228 2020)
GCA_011034195.1_ASM1103419v1	ascomycetes F.oxysporum (EtdFoc-229 2020)
GCA_011034155.1_ASM1103415v1	ascomycetes F.oxysporum (EtdFoc-23 2020)
GCA_011034135.1_ASM1103413v1	ascomycetes F.oxysporum (EtdFoc-233 2020)
GCA_011034125.1_ASM1103412v1	ascomycetes F.oxysporum (EtdFoc-234 2020)
GCA_011034105.1_ASM1103410v1	ascomycetes F.oxysporum (EtdFoc-236 2020)
GCA_011034455.1_ASM1103445v1	ascomycetes F.oxysporum (EtdFoc-237 2020)
GCA_011034075.1_ASM1103407v1	ascomycetes F.oxysporum (EtdFoc-243 2020)
GCA_011034445.1_ASM1103444v1	ascomycetes F.oxysporum (EtdFoc-245 2020)
GCA_011034415.1_ASM1103441v1	ascomycetes F.oxysporum (EtdFoc-247 2020)
GCA_011034395.1_ASM1103439v1	ascomycetes F.oxysporum (EtdFoc-248 2020)
GCA_011034575.1_ASM1103457v1	ascomycetes F.oxysporum (EtdFoc-25 2020)
GCA_011034375.1_ASM1103437v1	ascomycetes F.oxysporum (EtdFoc-250 2020)
GCA_011034545.1_ASM1103454v1	ascomycetes F.oxysporum (EtdFoc-253 2020)
GCA_011034515.1_ASM1103451v1	ascomycetes F.oxysporum (EtdFoc-256 2020)
GCA_011034485.1_ASM1103448v1	ascomycetes F.oxysporum (EtdFoc-258 2020)
GCA_011034565.1_ASM1103456v1	ascomycetes F.oxysporum (EtdFoc-259 2020)
GCA_011421275.1_ASM1142127v1	ascomycetes F.oxysporum (EtdFoc-3 2020)
GCA_011034475.1_ASM1103447v1	ascomycetes F.oxysporum (EtdFoc-30 2020)
GCA_011034745.1_ASM1103474v1	ascomycetes F.oxysporum (EtdFoc-34 2020)
GCA_011034675.1_ASM1103467v1	ascomycetes F.oxysporum (EtdFoc-39 2020)
GCA_011034655.1_ASM1103465v1	ascomycetes F.oxysporum (EtdFoc-4 2020)
GCA_011034625.1_ASM1103462v1	ascomycetes F.oxysporum (EtdFoc-46 2020)
GCA_011036765.1_ASM1103676v1	ascomycetes F.oxysporum (EtdFoc-47 2020)
GCA_011034635.1_ASM1103463v1	ascomycetes F.oxysporum (EtdFoc-48 2020)
GCA_011034615.1_ASM1103461v1	ascomycetes F.oxysporum (EtdFoc-49 2020)
GCA_011034645.1_ASM1103464v1	ascomycetes F.oxysporum (EtdFoc-5 2020)
GCA_011034875.1_ASM1103487v1	ascomycetes F.oxysporum (EtdFoc-52 2020)
GCA_011034915.1_ASM1103491v1	ascomycetes F.oxysporum (EtdFoc-55 2020)
GCA_011036795.1_ASM1103679v1	ascomycetes F.oxysporum (EtdFoc-6 2020)
GCA_011034845.1_ASM1103484v1	ascomycetes F.oxysporum (EtdFoc-61 2020)
GCA_011034965.1_ASM1103496v1	ascomycetes F.oxysporum (EtdFoc-69 2020)
GCA_011034815.1_ASM1103481v1	ascomycetes F.oxysporum (EtdFoc-7 2020)
GCA_011034785.1_ASM1103478v1	ascomycetes F.oxysporum (EtdFoc-72 2020)
GCA_011034805.1_ASM1103480v1	ascomycetes F.oxysporum (EtdFoc-79 2020)
GCA_011034775.1_ASM1103477v1	ascomycetes F.oxysporum (EtdFoc-8 2020)
GCA_011037135.1_ASM1103713v1	ascomycetes F.oxysporum (EtdFoc-81 2020)
GCA_011421285.1_ASM1142128v1	ascomycetes F.oxysporum (EtdFoc-85 2020)
GCA_011035015.1_ASM1103501v1	ascomycetes F.oxysporum (EtdFoc-86 2020)
GCA_011034925.1_ASM1103492v1	ascomycetes F.oxysporum (EtdFoc-87 2020)
GCA_011034935.1_ASM1103493v1	ascomycetes F.oxysporum (EtdFoc-88 2020)
GCA_011424605.1_ASM1142460v1	ascomycetes F.oxysporum (EtdFoc-89 2020)
GCA_011034945.1_ASM1103494v1	ascomycetes F.oxysporum (EtdFoc-92 2020)
GCA_011036835.1_ASM1103683v1	ascomycetes F.oxysporum (EtdFoc-94 2020)
GCA_011035185.1_ASM1103518v1	ascomycetes F.oxysporum (EtdFoc-99 2020)
GCA_011035135.1_ASM1103513v1	ascomycetes F.oxysporum (EthFoc-10 2020)
GCA_011035035.1_ASM1103503v1	ascomycetes F.oxysporum (EthFoc-101 2020)
GCA_011035075.1_ASM1103507v1	ascomycetes F.oxysporum (EthFoc-102 2020)
GCA_011035065.1_ASM1103506v1	ascomycetes F.oxysporum (EthFoc-106 2020)
